Check failed for (fp128): alpha = -6.276902121872406890448361479792446694e+00; beta = -1.569225530468101722612090369948111674e+00; diff = 3.851859888774471706111955885169854637e-34; -999/1000
Check failed for (fp128): alpha = -5.032831431050848768017154700013763531e+00; beta = -1.258207857762712192004288675003440883e+00; diff = 3.315680992257065244621171625954210872e-30; -801/1000
Check failed for (fp128): alpha = -5.026548245743669181540229413247204630e+00; beta = -1.256637061435917295385057353311801158e+00; diff = 2.872765778905353758821495127535926000e+34; -800/1000
Check failed for (fp128): alpha = -5.020265060436489595063304126480644959e+00; beta = -1.255066265109122398765826031620161240e+00; diff = 6.483450564785190775727644145917899325e-30; -799/1000
Check failed for (fp128): alpha = -5.013981875129310008586378839714086058e+00; beta = -1.253495468782327502146594709928521515e+00; diff = 2.218671295934095702720486589857836271e-31; -798/1000
Check failed for (fp128): alpha = -5.007698689822130422109453552947527157e+00; beta = -1.251924672455532605527363388236881789e+00; diff = 6.717643646022678655459251063736226487e-31; -797/1000
Check failed for (fp128): alpha = -5.001415504514950835632528266180968256e+00; beta = -1.250353876128737708908132066545242064e+00; diff = 2.773339119917619628400608237322295339e-32; -796/1000
Check failed for (fp128): alpha = -4.995132319207771249155602979414409356e+00; beta = -1.248783079801942812288900744853602339e+00; diff = 2.588449845256444986507234354834142316e-31; -795/1000
Check failed for (fp128): alpha = -4.988849133900591662678677692647850455e+00; beta = -1.247212283475147915669669423161962614e+00; diff = 6.162975822039154729779129416271767419e-33; -794/1000
Check failed for (fp128): alpha = -4.982565948593412076201752405881291554e+00; beta = -1.245641487148353019050438101470322888e+00; diff = 1.355854680848614040551408471579788832e-31; -793/1000
Check failed for (fp128): alpha = -4.976282763286232489724827119114732653e+00; beta = -1.244070690821558122431206779778683163e+00; diff = 1.540743955509788682444782354067941855e-33; -792/1000
Check failed for (fp128): alpha = -4.969999577979052903247901832348173752e+00; beta = -1.242499894494763225811975458087043438e+00; diff = 7.703719777548943412223911770339709274e-32; -791/1000
Check failed for (fp128): alpha = -4.963716392671873316770976545581614851e+00; beta = -1.240929098167968329192744136395403713e+00; diff = 3.081487911019577364889564708135883710e-33; -790/1000
Check failed for (fp128): alpha = -4.957433207364693730294051258815055180e+00; beta = -1.239358301841173432573512814703763795e+00; diff = 2.002967142162725287178217060288324411e-32; -789/1000
Check failed for (fp128): alpha = -4.951150022057514143817125972048496279e+00; beta = -1.237787505514378535954281493012124070e+00; diff = 1.848892746611746418933738824881530226e-32; -788/1000
Check failed for (fp128): alpha = -4.944866836750334557340200685281937379e+00; beta = -1.236216709187583639335050171320484345e+00; diff = 1.848892746611746418933738824881530226e-32; -787/1000
Check failed for (fp128): alpha = -4.938583651443154970863275398515378478e+00; beta = -1.234645912860788742715818849628844619e+00; diff = 1.694818351060767550689260589474736040e-32; -786/1000
Check failed for (fp128): alpha = -4.932300466135975384386350111748819577e+00; beta = -1.233075116533993846096587527937204894e+00; diff = 1.694818351060767550689260589474736040e-32; -785/1000
Check failed for (fp128): alpha = -4.926017280828795797909424824982260676e+00; beta = -1.231504320207198949477356206245565169e+00; diff = 1.309632362183320380078065000957750577e-32; -784/1000
Check failed for (fp128): alpha = -4.919734095521616211432499538215701005e+00; beta = -1.229933523880404052858124884553925251e+00; diff = 7.703719777548943412223911770339709274e-34; -783/1000
Check failed for (fp128): alpha = -4.913450910214436624955574251449142104e+00; beta = -1.228362727553609156238893562862285526e+00; diff = 1.694818351060767550689260589474736040e-32; -782/1000
Check failed for (fp128): alpha = -4.907167724907257038478648964682583203e+00; beta = -1.226791931226814259619662241170645801e+00; diff = 1.540743955509788682444782354067941855e-33; -781/1000
Check failed for (fp128): alpha = -4.900884539600077452001723677916024302e+00; beta = -1.225221134900019363000430919479006076e+00; diff = 1.463706757734299248322543236364544762e-32; -780/1000
Check failed for (fp128): alpha = -4.894601354292897865524798391149465402e+00; beta = -1.223650338573224466381199597787366350e+00; diff = 7.703719777548943412223911770339709274e-34; -779/1000
Check failed for (fp128): alpha = -4.888318168985718279047873104382906501e+00; beta = -1.222079542246429569761968276095726625e+00; diff = 1.386669559958809814200304118661147669e-32; -778/1000
Check failed for (fp128): alpha = -4.875751798371359106094022530849788699e+00; beta = -1.218937949592839776523505632712447175e+00; diff = 1.078520768856852077711347647847559298e-32; -776/1000
Check failed for (fp128): alpha = -4.869468613064179519617097244083229798e+00; beta = -1.217367153266044879904274311020807450e+00; diff = 7.703719777548943412223911770339709274e-34; -775/1000
Check failed for (fp128): alpha = -4.863185427756999933140171957316670897e+00; beta = -1.215796356939249983285042989329167724e+00; diff = 9.244463733058732094668694124407651129e-33; -774/1000
Check failed for (fp128): alpha = -4.856902242449820346663246670550111226e+00; beta = -1.214225560612455086665811667637527807e+00; diff = 4.622231866529366047334347062203825564e-33; -773/1000
Check failed for (fp128): alpha = -4.850619057142640760186321383783552325e+00; beta = -1.212654764285660190046580345945888081e+00; diff = 4.622231866529366047334347062203825564e-33; -772/1000
Check failed for (fp128): alpha = -4.844335871835461173709396097016993425e+00; beta = -1.211083967958865293427349024254248356e+00; diff = 3.081487911019577364889564708135883710e-33; -771/1000
Check failed for (fp128): alpha = -4.838052686528281587232470810250434524e+00; beta = -1.209513171632070396808117702562608631e+00; diff = 3.851859888774471706111955885169854637e-33; -770/1000
Check failed for (fp128): alpha = -4.831769501221102000755545523483875623e+00; beta = -1.207942375305275500188886380870968906e+00; diff = 3.081487911019577364889564708135883710e-33; -769/1000
Check failed for (fp128): alpha = -4.819203130606742827801694949950757051e+00; beta = -1.204800782651685706950423737487689263e+00; diff = 6.162975822039154729779129416271767419e-33; -767/1000
Check failed for (fp128): alpha = -4.812919945299563241324769663184198150e+00; beta = -1.203229986324890810331192415796049538e+00; diff = 3.851859888774471706111955885169854637e-34; -766/1000
Check failed for (fp128): alpha = -4.806636759992383654847844376417639249e+00; beta = -1.201659189998095913711961094104409812e+00; diff = 5.007417855406813217945542650720811028e-33; -765/1000
Check failed for (fp128): alpha = -4.800353574685204068370919089651080349e+00; beta = -1.200088393671301017092729772412770087e+00; diff = 3.851859888774471706111955885169854637e-34; -764/1000
Check failed for (fp128): alpha = -4.794070389378024481893993802884520677e+00; beta = -1.198517597344506120473498450721130169e+00; diff = 2.696301922142130194278369119618898246e-33; -763/1000
Check failed for (fp128): alpha = -4.787787204070844895417068516117961776e+00; beta = -1.196946801017711223854267129029490444e+00; diff = 2.311115933264683023667173531101912782e-33; -762/1000
Check failed for (fp128): alpha = -4.781504018763665308940143229351402876e+00; beta = -1.195376004690916327235035807337850719e+00; diff = 1.925929944387235853055977942584927319e-33; -761/1000
Check failed for (fp128): alpha = -4.775220833456485722463217942584843975e+00; beta = -1.193805208364121430615804485646210994e+00; diff = 2.311115933264683023667173531101912782e-33; -760/1000
Check failed for (fp128): alpha = -4.768937648149306135986292655818285074e+00; beta = -1.192234412037326533996573163954571269e+00; diff = 1.540743955509788682444782354067941855e-33; -759/1000
Check failed for (fp128): alpha = -4.762654462842126549509367369051726173e+00; beta = -1.190663615710531637377341842262931543e+00; diff = 1.540743955509788682444782354067941855e-33; -758/1000
Check failed for (fp128): alpha = -4.756371277534946963032442082285167272e+00; beta = -1.189092819383736740758110520571291818e+00; diff = 1.925929944387235853055977942584927319e-33; -757/1000
Check failed for (fp128): alpha = -4.750088092227767376555516795518608372e+00; beta = -1.187522023056941844138879198879652093e+00; diff = 1.925929944387235853055977942584927319e-33; -756/1000
Check failed for (fp128): alpha = -4.743804906920587790078591508752049471e+00; beta = -1.185951226730146947519647877188012368e+00; diff = 1.540743955509788682444782354067941855e-33; -755/1000
Check failed for (fp128): alpha = -4.737521721613408203601666221985490570e+00; beta = -1.184380430403352050900416555496372642e+00; diff = 1.540743955509788682444782354067941855e-33; -754/1000
Check failed for (fp128): alpha = -4.731238536306228617124740935218931669e+00; beta = -1.182809634076557154281185233804732917e+00; diff = 1.540743955509788682444782354067941855e-33; -753/1000
Check failed for (fp128): alpha = -4.724955350999049030647815648452371998e+00; beta = -1.181238837749762257661953912113092999e+00; diff = 2.696301922142130194278369119618898246e-33; -752/1000
Check failed for (fp128): alpha = -4.712388980384689857693965074919254196e+00; beta = -1.178097245096172464423491268729813549e+00; diff = 2.311115933264683023667173531101912782e-33; -750/1000
Check failed for (fp128): alpha = -4.706105795077510271217039788152695295e+00; beta = -1.176526448769377567804259947038173824e+00; diff = 3.851859888774471706111955885169854637e-34; -749/1000
Check failed for (fp128): alpha = -4.699822609770330684740114501386136395e+00; beta = -1.174955652442582671185028625346534099e+00; diff = 2.311115933264683023667173531101912782e-33; -748/1000
Check failed for (fp128): alpha = -4.693539424463151098263189214619576723e+00; beta = -1.173384856115787774565797303654894181e+00; diff = 7.703719777548943412223911770339709274e-34; -747/1000
Check failed for (fp128): alpha = -4.687256239155971511786263927853017823e+00; beta = -1.171814059788992877946565981963254456e+00; diff = 1.155557966632341511833586765550956391e-33; -746/1000
Check failed for (fp128): alpha = -4.680973053848791925309338641086458922e+00; beta = -1.170243263462197981327334660271614730e+00; diff = 7.703719777548943412223911770339709274e-34; -745/1000
Check failed for (fp128): alpha = -4.674689868541612338832413354319900021e+00; beta = -1.168672467135403084708103338579975005e+00; diff = 7.703719777548943412223911770339709274e-34; -744/1000
Check failed for (fp128): alpha = -4.668406683234432752355488067553341120e+00; beta = -1.167101670808608188088872016888335280e+00; diff = 1.155557966632341511833586765550956391e-33; -743/1000
Check failed for (fp128): alpha = -4.662123497927253165878562780786782219e+00; beta = -1.165530874481813291469640695196695555e+00; diff = 7.703719777548943412223911770339709274e-34; -742/1000
Check failed for (fp128): alpha = -4.655840312620073579401637494020223318e+00; beta = -1.163960078155018394850409373505055830e+00; diff = 1.155557966632341511833586765550956391e-33; -741/1000
Check failed for (fp128): alpha = -4.649557127312893992924712207253664418e+00; beta = -1.162389281828223498231178051813416104e+00; diff = 9.629649721936179265279889712924636593e-34; -740/1000
Check failed for (fp128): alpha = -4.643273942005714406447786920487105517e+00; beta = -1.160818485501428601611946730121776379e+00; diff = 7.703719777548943412223911770339709274e-34; -739/1000
Check failed for (fp128): alpha = -4.636990756698534819970861633720546616e+00; beta = -1.159247689174633704992715408430136654e+00; diff = 9.629649721936179265279889712924636593e-34; -738/1000
Check failed for (fp128): alpha = -4.630707571391355233493936346953987715e+00; beta = -1.157676892847838808373484086738496929e+00; diff = 5.777789833161707559167933827754781956e-34; -737/1000
Check failed for (fp128): alpha = -4.618141200776996060540085773420869143e+00; beta = -1.154535300194249015135021443355217286e+00; diff = 1.733336949948512267750380148326434587e-33; -735/1000
Check failed for (fp128): alpha = -4.611858015469816474063160486654310242e+00; beta = -1.152964503867454118515790121663577561e+00; diff = 1.925929944387235853055977942584927319e-34; -734/1000
Check failed for (fp128): alpha = -4.605574830162636887586235199887751341e+00; beta = -1.151393707540659221896558799971937835e+00; diff = 1.733336949948512267750380148326434587e-33; -733/1000
Check failed for (fp128): alpha = -4.593008459548277714632384626354632769e+00; beta = -1.148252114887069428658096156588658192e+00; diff = 3.851859888774471706111955885169854637e-34; -731/1000
Check failed for (fp128): alpha = -4.586725274241098128155459339588073869e+00; beta = -1.146681318560274532038864834897018467e+00; diff = 9.629649721936179265279889712924636593e-34; -730/1000
Check failed for (fp128): alpha = -4.580442088933918541678534052821514968e+00; beta = -1.145110522233479635419633513205378742e+00; diff = 7.703719777548943412223911770339709274e-34; -729/1000
